ticker,marketCap
CMRX,163763936.22
CMTL,341636300.70000005
CNCE,285232218.6
CNET,16842590.9577
CNEY,19836882.5004
CNFR,17970212.604000002
CNGL,304242750.0
CNNB,43726777.6225
CNSL,437349581.72
CNSP,3442793.2800000003
CNTG,26133702.505
CNTX,10481713.7945
CNTY,208071774.6631
CNXA,3217084.29
COCP,16611720.0
CODA,72099125.28
CODX,81620048.0544
COEP,35325478.59
COFS,212527374.1764
COMS,17072743.3275
CONN,168812919.75
COOL,494500000.0
COSM,50628786.761
COYA,46519234.848
CPAA,443795625.0
CPAQ,94888491.66
CPAR,452488672.025
CPHC,150159041.87309998
CPIX,32978209.56
CPLP,277068064.32
CPOP,18278000.0
CPSH,38119838.9186
CPSI,392317123.11
CPSS,177819178.2
CPTN,211348319.85
CPZ,300765212.08
CRBP,14407301.315
CRBU,406270396.26
CRDF,65639696.6948
CRDL,33227475.4112
CREC,274236663.26
CREG,19278096.24
CREX,12589017.064126002
CRGE,241795213.8714
CRIS,60403212.376
CRKN,3648630.78
CRMD,171320856.10000002
CRMT,447474698.4
CRNT,167269848.11
CRVS,39104949.24
CRWS,54634888.8
CRZN,256786740.0
CSBR,61122394.2
CSPI,42712979.9488
CSSE,108003194.0
CSTE,212880289.26
CSTR,384823326.08
CTG,116272137.4
CTHR,25198450.632
CTIB,18805195.561
CTLP,314834572.25
CTMX,105404565.365
CTRM,103598046.36
CTRN,224950357.68
CTSO,72871644.05
CTXR,115506792.7
CUBA,23431423.492
CUE,116645305.08
CUEN,3582103.6038
CULL,84501239.13
CURI,61255093.4
CVCY,249422553.86
CVGI,227276817.42
CVLG,472030264.1999999
CVLY,227304052.95
CVRX,388476674.6338
CVV,37995119.3724
CWBC,129206504.25
CWBR,4941774.2
CWCO,220665118.44
CXDO,49376266.39
CYAN,6648289.260000001
CYCC,8401256.63
CYCN,30345892.1768
CYN,22422447.04986
CYRN,4719886.72
CYT,58297010.24
CYTH,11832177.96
CYTO,6383881.14
CYXT,359235014.0
CZFS,305793334.0
CZNC,355574892.9152
CZWI,125069467.3
DAIO,34560213.52
DAKT,133214583.04
DALN,20607086.5
DALS,255217500.0
DARE,74293280.0
DATS,5149354.75
DAVE,106777371.3336
DBGI,5941924.430000001
DBTX,50987498.8848
DBVT,280021335.18
DCFC,241007726.8
DCRD,404009375.0
DCTH,36067189.89
DECA,110932789.5
DERM,32871620.2275
DFFN,10900817.49
DFLI,492876371.92
DGHI,10809162.8505
DGICA,468839017.44
DGLY,13465070.569
DHCA,389907907.2
DHHC,433621875.0
DIBS,200882768.04
DISA,346500000.0
DJCO,356098923.6
DKDCA,156184227.0
DLCA,260820000.0
DLHC,154406263.375
DLPN,18691715.16
DLTH,205549635.75
DMAC,40061246.505
DMAQ,174520584.0
DMRC,364053302.35
DMTK,54688616.05
DNAB,320175600.0
DNAD,320175600.0
DNAY,37787848.96
DOGZ,38488773.82
DOMH,19567531.4704
DOMO,478102329.44
DPCS,294975000.0
DPRO,26263789.587
DRAY,366203125.0
DRCT,8411739.120000001
DRIO,101107912.36
DRMA,3606459.772
DRRX,82031817.39829999
DRTS,221527075.5
DRTT,52966184.53861
DRUG,14594080.02
DSKE,254890516.88
DSP,56249726.760000005
DSWL,50196002.85
DTEA,21401640.14075
DTIL,129821977.35
DTOC,418542500.0
DTRT,297850000.0
DTSS,36243703.17
DTST,10505393.3673
DUET,113700750.0
DUNE,52692772.86
DUOT,15066541.51
DWSN,47148411.42
DXLG,410110685.335
DXR,39643296.0
DXYN,12551900.1691
DYAI,38703000.5
DYNT,7407185.7198
DZSI,393942189.55
EAC,347070000.0
EAR,239353605.4826
EAST,4010342.809200001
EBAC,165625617.6
EBET,8568971.923
EBMT,131463175.527
EBON,18837630.0
EBTC,431132498.16
ECBK,146620447.06
ECOR,18939211.6707
EDBL,2316189.4029
EDRY,48543425.0
EDSA,38513168.49
EDTK,21968333.8
EDTX,52724542.2921
EDUC,27808558.3202
EEIQ,26946265.32
EFHT,146617650.0
EFOI,3165216.670026
EFTR,19375577.25
EGAN,291533704.79999995
EGHT,490870082.895
EGIO,245959100.25000003
EGLX,81524640.93689999
EGRX,380323312.32
EHTH,136288935.37
EIGR,55974340.68
EJH,2655214.0943
EKSO,17479415.94
ELBM,67746813.2937
ELDN,30815205.120000005
ELEV,22135756.2
ELOX,4896077.56
ELSE,15177473.66
ELTK,24227026.4048
ELYM,86344963.25
ELYS,7137826.431
EMBK,66984214.592700005
EMCF,86432699.2
EMCG,99406554.48
EMKR,36230809.4185
EML,127471551.2177
EMLD,344950245.64
ENCP,153799734.0
ENER,262032199.5
ENG,25830145.1655
ENLV,76224553.91999999
ENOB,58244963.7
ENSC,5130659.2
ENTF,392314000.0
ENTX,27081326.68
ENVB,4416325.875
EOLS,437598314.6
EOSE,110254409.955
EPIX,115030728.36
EPOW,70885920.0
EPSN,146302543.6494
EQ,37100250.72
ERES,186758144.5348
ERNA,15586805.507
ESAC,356730000.0
ESCA,139981192.10000002
ESEA,132610498.81000002
ESOA,43334681.0
ESPR,431785731.92
ESQ,349768857.32
ESSA,216778742.84
ETON,73614377.67
EUCR,42018529.41
EUDA,36486530.15
EVER,455640615.17
EVGN,30079395.9312
EVGO,295122562.02
EVGR,153100025.0
EVLO,173739137.82999998
EVLV,360112704.24
EVOJ,168600493.75
EVOK,8925996.9
EVTV,33495524.131200004
EYEN,60322358.91
EYPT,122698562.4
EZFL,7722940.409999999
EZGO,20563453.985
EZPW,471347035.3878
FAMI,9485664.675
FARM,91664558.58
FAT,82659151.375
FATBB,86063348.7225
FATP,147363300.0
FAZE,126886985.75
FBIO,70599906.0
FBIZ,307107734.875
FBRX,21630071.07
FCAP,82598369.0
FCCO,163755680.125
FCRD,128963940.68
FCUV,287304039.0
FDBC,261536443.6575
FDUS,468953706.00000006
FEAM,335532719.94
FEIM,66200234.945
FEMY,10631055.82539
FENC,254859530.61
FEXD,147933125.0
FFBW,65140959.408
FFIE,162484511.28
FFNW,134632026.25
FGBI,253165015.2672
FGF,25967944.772
FGI,20899050.0
FGMC,105234290.0
FHTX,273802628.4
FIAC,292962500.0
FICV,250250000.0
FINW,116938248.7
FIP,297248150.03000003
FISI,373714754.21
FIXX,70988553.35000001
FKWL,50719122.624
FLFV,129948446.25
FLGC,21301434.153
FLIC,422355968.48
FLL,256930198.3044
FLNT,94342348.74
FLUX,63153889.64
FLXS,83583231.5
FMAO,361800850.09
FMIV,431329277.48
FMNB,490629359.085
FNCB,161386881.39999998
FNCH,20648687.6925
FNGR,132009508.8
FNLC,328059216.37
FNVT,222770250.0
FNWB,151573883.39499998
FNWD,155709257.76999998
FONR,114680388.5314
FORA,75206007.03
FORD,10715162.025
FOSL,231968140.6
FOXW,28821392.04
FPAY,20010739.68
FRAF,156618042.0
FRBA,262095522.24
FRBK,132042327.48
FRBN,163343125.0
FREE,172130070.39999998
FREQ,140166779.925
FRGI,190418473.2054
FRGT,2241903.29
FRLA,133223145.0
FRON,296746900.0
FRSG,279161637.76
FRST,289556498.78000003
FRTX,4881056.7616
FRZA,12905750.000000002
FSBC,470806245.0
FSBW,255168833.76
FSEA,57616464.5
FSFG,139826260.0
FSRX,384532000.0
FSTR,106669928.96
FSTX,136837445.775
FTAA,345554663.3
FTCI,266476473.9
FTEK,38539919.4137
FTFT,28499821.386453
FTHM,73420702.6
FTII,154153470.25
FTPA,343218396.66
FULC,415370211.9
FUNC,130798063.5
FUND,237068456.0
FUSB,51118809.11
FUSN,141001919.1
FUV,8574579.6
FVCB,264795382.75
FWAC,354231279.99999994
FWBI,5514437.45
FXCO,164151984.0
FXNC,107274586.53
GAIA,48894537.1
GAIN,430887405.795
GALT,70122685.89999999
GAMB,333675785.85
GAMC,360093750.0
GAME,15104096.4208
GAN,60950566.1732
GANX,38145611.28
GASS,97797583.36
GATE,412957596.66
GBBK,223426875.0
GBIO,240364809.365
GBNH,56812531.85
GBNY,25541773.200000003
GBRG,78310687.5
GCMG,325450562.695
GCT,219696548.4
GCTK,21822097.65
GDNR,111478125.0
GDST,76418275.0
GECC,64160525.52
GEEX,257500000.00000003
GEG,63347314.63999999
GENQ,113929191.2142
GEOS,52866238.45999999
GEVO,426999117.6
GFAI,8231806.370925
GFGD,325222750.0
GGAA,327635000.0
GGE,140672389.9432
GHRS,494198065.5
GHSI,9116921.804
GIAC,148810750.0
GIFI,80332538.955
GIGM,13531251.3105
GILT,336251615.04
GIPR,11983152.0
GLAD,345276221.40000004
GLBL,461006250.0
GLBS,22434708.09
GLBZ,23523460.183
GLDD,376507066.71
GLG,62940306.17999999
GLLI,152439000.0
GLMD,17135788.940399997
GLRE,283467856.54
GLSI,189124988.8
GLST,126565675.5
GLTO,30313519.365
GLUE,366380853.92
GLYC,155699113.68
GMBL,5771107.856
GMDA,104505038.05
GMFI,151494077.5
GMGI,92838349.89
GMVD,2942457.84
GNLN,4545090.051200001
GNPX,76600391.78
GNSS,130679038.1484
GNTY,413944961.24
GNUS,156378235.44
GOCO,90238260.35
GOEV,427820507.12
GOSS,195094594.065
GOVX,17007138.982352998
GP,40849242.24
GPAC,379125000.0
GRAY,12290638.11
GRCY,20129291.52
GREE,12348078.54
GRIL,25358382.633
GRIN,346685997.25
GRNA,173527114.425
GRNQ,8349149.3613
GROM,3991269.965
GROW,43150238.445
GRPH,188413507.08
GRPN,266935822.6
GRTS,291781969.5
GRTX,42180097.68
GRWG,246762834.75
GSD,137651898.5
GSIT,42600761.455000006
GSMG,99339002.9964
GSRM,402032812.5
GSUN,19640375.37
GTAC,257000000.0
GTBP,33534451.6
GTEC,26417013.0
GTHX,289430246.4066
GTIM,27227529.781
GURE,33341224.9608
GVCI,258379125.0
GVP,14335636.26
GWAV,9601451.5197
GWII,88300976.5
GWRS,321001546.7
GXII,375000000.0
GYRO,12232110.0
HAIA,276807320.27
HALL,11292773.22
HAPP,16492283.28
HARP,23426290.605
HBCP,332010707.06
HBIO,109559719.44
HCDI,5746235.8884
HCMA,398216250.0
HCNE,394521875.0
HCTI,8097858.124
HCVI,450481565.52
HCWB,71380638.153
HDSN,440251924.9128
HEAR,123018212.8
HEPA,23028967.2957
HEXO,42854768.8318
HFBL,53241956.95
HFFG,223955654.64
HGBL,87898581.25999999
HGEN,14170536.065
HHGC,51342400.6
HHS,86739913.3457
HIHO,8664069.0
HILS,3918999.7539
HITI,104391543.96
HIVE,123294729.69
HLBZ,15825711.891
HLTH,306336493.79999995
HLVX,492509490.2
HMAC,91189305.0
HMNF,95892886.4
HMPT,179226325.565
HNNA,63044286.1146
HNRG,300141705.5
HNST,266110212.2495
HNVR,143694900.0
HOFT,209752302.87
HOFV,44882877.38
HOLO,123981365.4
HOOK,46509156.75
HOTH,8798124.5356
HOUR,98511695.2736
HOWL,63795144.60000001
HPCO,18698570.4
HPLT,250750000.0
HQI,223291436.77
HROW,436722572.8
HRTX,296031423.78000003
HRZN,309689313.48
HSAQ,111896927.66
HSCS,7216211.0867
HSDT,8331254.2292
HSON,64295055.36
HSTO,3575889.4589
HTBI,372416383.84
HTCR,15674863.7566
HTGM,4234507.92
HTOO,61593173.28
HUDI,67920898.14
HUGE,29527884.520286
HUMA,217579952.71
HURC,172088077.76999998
HUT,160772137.6107
HVBC,60520879.413
HWBK,154594390.04
HWEL,312500000.0
HYFM,67981495.645
HYMC,111130155.3851
HYPR,60469287.1776
HYRE,13078127.07
HYZN,376809488.08
IBEX,464411574.55
ICAD,51147278.06999999
ICCC,50006007.12
ICCM,63421135.60339999
ICMB,52517864.4
ICU,49769998.892
ICVX,333966373.10999995
IDAI,10905190.3416
IDEX,92249376.972
IDN,39512443.02
IDRA,28421606.8172
IFBD,12053609.7595
IFRX,136890213.2584
IGAC,100860171.9
IGIC,402700550.01
III,222238800.83
IINN,13959603.0
IKNA,91368882.36
IKT,13308530.75505
IMAQ,88625709.0
IMBI,17937120.1941
IMCC,8402173.860000001
IMMR,249424669.4
IMMX,30838704.4581
IMNM,38221622.9459
IMNN,11233240.898999998
IMPL,91158961.92
IMPP,46346682.24
IMRA,104754747.04
IMRX,105618928.0
IMTE,12943759.04
IMUX,62101338.6
IMV,20304195.14
INAB,57090025.81
INBK,223704055.71
INBS,4041329.499
INCR,161555182.505
INDP,12853601.91
INFI,51087803.2158
INGN,458420040.0
INKA,150259487.74
INKT,89532711.85
INM,3418472.05
INMB,118084647.1
INO,381094850.76
INOD,83503613.69999999
INPX,5700451.68
INSE,332134809.48
INSG,95058694.731
INTE,145332687.5
INTG,104506721.82
INTZ,66399118.24
INVE,154214933.65
INVO,4929648.6128
INZY,55340277.31
IOAC,330893550.0
IOBT,67718758.9767
IONM,5327055.44
IPA,131783842.68
IPAX,412599687.5
IPDN,19378138.4503
IPSC,293691750.06
IPVI,366921875.00000006
IPW,11828952.8
IPWR,62641978.7707
IQMD,265995000.0
IRAA,346380000.0
IREN,63230353.4
IRIX,32861871.134400003
IRMD,353114041.6
IRON,77947196.40689999
IROQ,59409742.8
ISIG,14605593.78
ISO,62108084.5
ISPC,12435882.4968
ISPO,75064146.0
ISSC,141992946.6
ISTR,213692462.4
ISUN,19455293.39
ITAQ,219506250.0
ITI,129196536.63
ITIC,279899694.1
ITQ,290087500.0
ITRM,11252257.4052
ITRN,430678616.25
IVAC,165364264.0
IVCA,334434375.0
IVCB,445912500.0
IVCP,284906250.0
IVDA,9084810.573
IVVD,167832897.54
IXAQ,291381250.0
IZEA,35095255.36350001
JAGX,13156754.916
JAKK,166077960.71999997
JAN,4567833.5
JAQC,201148710.59
JCIC,436425000.0
JCSE,10954566.64
JCTCF,19923449.4
JEWL,50919775.7875
JFBR,8356814.595
JGGC,313413336.74
JMAC,138921173.65
JMSB,389695697.739
JNCE,55829775.96
JOAN,121137369.21
JRSH,49082960.52
JSPR,113073705.3
JUGG,347001000.0
JUPW,17454746.5134
JVA,11702627.95
JWAC,189719750.0
JWEL,13505295.4135
JXJT,11042179.58107
JYNT,196731853.66
JZXN,3015545.7021
KA,61496435.7
KACL,104911118.62
KAII,294840000.0
KAIR,347587500.0
KAL,6808696.2468
KALA,52307821.23
KALV,165680149.5
KAVL,49681560.105
KBAL,242482344.78
KBNT,9361625.0
KEQU,45254898.0
KERN,3118164.873453
KFFB,54391815.65
KINS,14851453.61
KINZ,78928660.0
KIRK,42216958.08
KITT,168212744.76
KLTR,230548212.99
KLXE,182289883.05
KMDA,184578076.48
KMPH,155961976.23999998
KNDI,174595383.31199998
KNTE,269846213.13
KOD,397549570.4
KOPN,114149349.6
KOSS,45807177.05
KPLT,84429214.0544
KPRX,3979392.555
KPTI,367376726.915
KRBP,3466876.42
KRMD,157574219.04
KRNL,385127812.5
KRON,90468414.66
KRT,275626426.14
KRUS,460948604.16
KSCP,71495998.74
KSI,219625000.0
KSPN,2765367.421
KTCC,48320800.79
KTRA,13171589.9
KTTA,17841699.68
