,ticker,marketCap
2087,MSVB,37304618.0
2089,MTBC,42464380.32
2090,MTC,2352123.3498
2092,MTCR,18885965.32975
2093,MTEK,6001811.7648
2094,MTEM,20573986.3197
2095,MTEX,32043688.014
2096,MTRX,166488309.68
2097,MTRY,51391032.0
2102,MURF,177173812.5
2110,MYMD,46179910.53
2111,MYNZ,97827567.75
2114,MYSZ,3959439.74
2116,NAII,52007953.14
2118,NAOV,7674683.562000001
2122,NATR,160616401.3
2123,NAUT,213277227.75
2127,NBRV,5807098.7491
2128,NBSE,6617698.311343
2129,NBST,166618000.0
2132,NCMI,30732329.2245
2134,NCPL,8652389.825000001
2135,NCRA,12265278.32
2136,NCSM,61921866.54
2139,NDRA,13361394.06
2141,NECB,241637660.76
2145,NEON,74908177.44
2146,NEOV,88682493.60000001
2147,NEPH,11657754.61
2148,NEPT,3833049.9319
2149,NERV,7885863.003099999
2152,NEXI,7562750.789999999
2158,NH,27963160.5
2159,NHIC,246304875.0
2160,NHTC,39864661.11
2161,NICK,44530000.0
2162,NISN,20060980.065
2164,NKSH,235833243.75
2167,NLSP,45400450.2
2168,NLTX,20871354.98
2171,NMRD,43385752.8
2173,NMTC,21921926.4
2174,NMTR,18396783.02
2176,NNBR,64487628.45
2179,NOGN,50034060.109
2180,NOTV,124133194.05
2181,NOVN,40851920.76
2183,NOVV,37323345.4
2185,NPCE,36856656.08
2187,NRBO,13458755.2444
2192,NRSN,14242259.26
2193,NRXP,81845989.94
2195,NSPR,7322829.870999999
2198,NSTS,54681324.67
2199,NSYS,34843710.3
2203,NTIC,123542248.83
2207,NTRB,27886800.8751
2209,NTWK,32593415.508
2210,NUBI,159799920.0
2211,NURO,11247977.7
2215,NUWE,3279286.4
2216,NUZE,7438519.0
2217,NVAC,244829437.50000003
2219,NVCN,39359136.25
2221,NVCT,109818622.5
2225,NVFY,3178353.898
2226,NVIV,4155484.9
2228,NVNO,47549098.63999999
2229,NVOS,6086244.318999999
2232,NVVE,16711505.4876
2242,NXGL,7633960.580000001
2244,NXL,5533498.3561
2246,NXPL,20230119.455
2248,NXTC,39717586.48
2249,NXTP,13917284.086521002
2252,NYMX,33246210.922
2253,NYXH,128972932.21
2255,OB,203390791.2
2256,OBLG,3697925.76
2258,OBSV,16321128.524100002
2260,OCAX,191810368.75
2261,OCC,34098598.080000006
2262,OCCI,77150354.775
2264,OCG,10191078.8592
2267,OCUL,214858974.15
2268,OCUP,73240692.8
2269,OCX,40629576.50145
2272,OESX,58112901.5005
2273,OFED,140236100.0
2276,OFS,135403755.72
2277,OGI,246377675.92
2278,OHAA,159706250.0
2279,OIG,26708663.28
2281,OLB,13230697.5
2283,OLIT,191666670.0
2285,OLMA,101745398.905
2289,OMER,150545762.99850002
2290,OMEX,73314920.74270001
2292,OMIC,142792220.0
2293,OMQS,36546747.0
2296,ONCR,6882880.775
2297,ONCS,6119260.9
2298,ONCT,57463762.44
2299,ONCY,93129561.0576
2300,ONDS,66900671.760000005
2303,ONFO,8074108.100000001
2304,ONTX,14608435.0152
2305,ONVO,13157034.68
2307,OP,12933748.58
2308,OPAL,207376815.45
2309,OPBK,172062188.8
2312,OPGN,8779704.75
2313,OPHC,27615516.72
2316,OPNT,104441520.94
2317,OPOF,133512572.16
2318,OPRT,186211063.83
2320,OPTN,203828639.1
2323,ORGS,50069679.8
2325,ORIC,227170011.18
2328,ORRF,248359906.04
2329,OSA,93079409.2
2333,OSS,60297671.49
2334,OST,12892500.0
2338,OTEC,137133410.39999998
2341,OTMO,60516172.6578
2342,OTRK,10000015.3125
2344,OVBC,128575450.43
2345,OVID,133182412.65
2346,OVLY,188548267.02
2347,OXAC,151420500.0
2348,OXBR,6764456.79
2350,OXSQ,153931053.75
2351,OXUS,225839625.0
2360,PALI,6158703.985
2361,PALT,12802730.83
2362,PANA,236627250.00000003
2363,PANL,245227175.28
2367,PASG,87830753.43
2368,PATI,25034216.35
2370,PAVM,45915312.31
2374,PAYS,129049922.04
2376,PBAX,236024331.87500003
2377,PBBK,37201880.38
2379,PBHC,114861149.7
2380,PBLA,2505244.998
2381,PBPB,161348667.2
2382,PBTS,21482580.735
2383,PBYI,195346956.9
2389,PCSA,17590016.400000002
2392,PCTI,82230093.72
2395,PCYG,94763368.1
2396,PCYO,246102977.7
2399,PDEX,56927024.4
2401,PDLB,230716531.8
2403,PEAR,170242586.88
2404,PEBK,183849636.3
2409,PEGY,20996756.78
2413,PEPL,216750000.0
2415,PESI,48635359.4
2416,PET,105566888.56
2419,PETV,20695313.75
2420,PETZ,16517228.8
2421,PEV,21708783.040000003
2427,PFIE,49867266.195300005
2428,PFIN,16292964.9
2431,PFSW,147300514.495
2433,PFX,69829123.0
2437,PGRW,53444776.32
2441,PHCF,6528596.0
2442,PHIO,5174694.5778
2443,PHUN,81969236.7879
2446,PIII,74842002.0
2447,PIK,5458617.739999999
2449,PIRS,80358753.24000001
2450,PIXY,193423920.0
2451,PKBK,243816658.75
2452,PKBO,78430686.1086
2453,PKOH,158994387.20000002
2457,PLBC,215024689.08
2458,PLBY,124087207.66
2465,PLSE,102962032.74
2468,PLUR,33636961.32
2470,PLXP,5247698.3292000005
2473,PMCB,55056151.08
2474,PMD,27771904.32
2475,PME,34376386.0
2477,PMN,38606778.0
2480,PNAC,85967742.72
2481,PNBK,41947051.4
2483,PNRG,166468940.0
2486,POAI,24539582.81
2487,POCI,31574491.2
2489,POET,115796367.0
2490,POLA,16575424.0
2491,PONO,157322354.0
2497,POWW,210235061.45
2500,PPHP,92709101.8
2501,PPIH,75643488.89999999
2502,PPSI,25559008.7045
2503,PPTA,162515771.22
2506,PRAX,118503223.67
2507,PRCH,200606313.285
2510,PRDS,110931244.72
2511,PRE,221028580.2
2513,PRFX,4466349.72
2516,PRLD,235695221.0811
2520,PROF,226421388.842
2522,PROV,100299587.3544
2523,PRPH,155778201.48000002
2525,PRPO,13726386.39
2526,PRQR,239663163.52
2527,PRSO,17125942.993612
2529,PRST,116017271.1
2531,PRTG,105634696.01
2533,PRTK,103599754.09
2538,PSHG,13763343.6463
2540,PSNL,92172566.775
2542,PSTV,10569311.87715
2546,PTE,4789478.76
2549,PTIX,7086957.01
2551,PTMN,217544829.4287
2554,PTPI,5653292.19
2556,PTRS,162373758.95999998
2559,PTWO,153983462.5
2562,PULM,15029834.05
2563,PVBC,130408321.92
2564,PWFL,97661529.9
2565,PWOD,188259389.32
2568,PXLW,97643749.42
2569,PXMD,22691905.1568
2570,PXS,47017468.32
2572,PYPD,13664578.6816
2574,PYR,136281272.1935
2575,PYXS,47679622.276
2580,QIPT,170033014.64000002
2581,QLGN,5558172.84
2582,QLI,28063750.0
2584,QMCO,119416002.3
2585,QNCX,25237018.741
2587,QOMO,66073858.69
2588,QRHC,118236733.335
2593,QTEK,12721088.9925
2596,QUBT,81818270.675
2597,QUIK,65562700.0
2598,QUMU,15924331.728
2600,RACY,240880175.25
2602,RAIL,53643708.8676
2604,RAM,60782229.5792
2605,RAND,35659644.2381
2606,RANI,137198316.59719998
2609,RAVE,28809035.625
2610,RAYA,24860400.0
2614,RBKB,101673930.65
2615,RCAC,206868750.0
2616,RCAT,49429123.38
2619,RCKY,178544636.07
2622,RCMT,124006226.4
2623,RCON,43467723.348
2624,RCRT,6908283.0416
2625,RDCM,152100795.0
2627,RDI,63265774.88
2632,REAL,109392377.59
2633,REAX,194948502.33
2634,REBN,10492994.4954
2635,REE,99937738.62
2636,REED,8532899.402099999
2638,REFR,66300792.0
2641,REKR,70108340.79
2642,RELI,9967872.3349
2646,RENT,192304892.5525
2649,RETO,17674369.028112
2650,REUN,11760538.98
2651,REVB,4471853.3
2652,REVE,141055500.0
2654,RFAC,147353250.0
2655,RFIL,52608053.7609
2657,RGCO,221126402.9
2659,RGF,42903204.2
2661,RGLS,22229144.52
2664,RGTI,87585095.4426
2665,RIBT,5107267.4014
2668,RIGL,233329053.6
2672,RKDA,7121815.44
2675,RLMD,99899254.757
2676,RLYB,240908636.505
2677,RMBI,153456046.38
2678,RMBL,111898363.35
2680,RMCF,35748186.480000004
2684,RMTI,12379490.6066
2686,RNAZ,9213836.14
2687,RNER,245296809.0
2690,RNXT,22562298.48
2694,ROCG,151332300.0
2696,ROCL,149997015.0
2700,ROOT,59925000.0
2701,ROSE,200078437.5
2706,RPHM,60588225.620000005
2707,RPID,52282884.825
2711,RRGB,90312015.15
2713,RSLS,6875623.1016
2714,RSSS,55957426.62
2716,RTC,26159354.37
2718,RUBY,14694411.1032
2724,RVLP,112043730.71999998
2727,RVPH,81771484.0
2728,RVSB,162380997.3132
2729,RVSN,18415562.34
2730,RVYL,24798941.7345
2732,RWLK,47742118.428
2739,RZLT,77706166.36999999
2741,SABS,33644317.984964006
2743,SAGA,153069200.0
2745,SAI,50765132.8926
2747,SAL,180344059.88
2748,SALM,28305458.48
2749,SAMA,208312500.0
2750,SAMG,180129814.02
2752,SANG,109632898.72
2754,SANW,70328684.25
2755,SASI,4408446.9598
2762,SBET,9277582.04
2763,SBFG,116642307.74
2764,SBFM,16480735.6704
2766,SBIG,13488624.732486
2776,SCKT,13991298.75
2778,SCMA,166318750.0
2780,SCOR,109951482.755
2781,SCPH,229865060.25
2785,SCTL,119314550.8126
2789,SCYX,48005778.24
2791,SDC,46278294.68
2793,SDIG,13654419.4402
2794,SEAC,25335638.3984
2797,SEED,41480719.91
2798,SEEL,76260930.9696
2801,SELB,175220606.065
2802,SELF,54589247.4615
2805,SERA,42803431.02
2806,SESN,127128646.524
2807,SEV,92515664.3235
2808,SEVN,134885436.42
2809,SFBC,101458718.13
2810,SFE,49619530.56
2814,SFR,64203457.3594
2816,SFT,27114550.3695
2817,SGA,144565610.565
2818,SGBX,17353501.6606
2819,SGC,168841741.464
2822,SGHL,127000000.0
2824,SGII,183101562.5
2825,SGLY,8792133.200000001
2826,SGMA,22524478.48
2829,SGRP,27606252.531200003
2831,SGTX,11291698.8023
2836,SHFS,32680981.84
2837,SHIP,89493807.90844999
2840,SHPH,24213015.442
2841,SHUA,140565937.5
2844,SIDU,18352811.04
2845,SIEB,43733694.150000006
2846,SIEN,21209140.89
2851,SILO,9541942.88
2852,SINT,5037449.067
2853,SIOX,32267980.4952
2855,SISI,35910209.64
2858,SJ,81864827.82
2864,SKYX,224244440.46
2868,SLDB,109550817.75
2871,SLGG,14209341.9886
2872,SLGL,107205088.815
2875,SLNG,93588470.97
2876,SLNH,5460250.497156
2877,SLNO,17379483.66
2880,SLRX,3326211.42
2881,SLS,50027381.3853
2883,SMAP,153585250.0
2887,SMFL,7847969.3496
2888,SMFR,95770860.98313
2889,SMID,110994562.76
2891,SMIT,1065611.2768
2892,SMLR,217305942.21
2896,SMSI,123721578.2
2899,SNAL,56097154.96
2900,SNAX,17945114.11
2902,SNCE,50818681.584
2903,SNCR,55755504.615200005
2905,SND,78102147.075
2908,SNES,2272033.65
2910,SNFCA,158235353.5652
2911,SNGX,20965234.68
2912,SNOA,3851399.08
2915,SNPX,8720438.4
2917,SNSE,44851624.86
2918,SNT,31314636.5358
2919,SNTG,5348000.0
2920,SNTI,64469903.19
2921,SOBR,13727452.152
2923,SOFO,10018039.2873
2924,SOHO,34681290.75
2926,SOLO,74429900.0134
2928,SONM,17968369.32
2929,SONN,9044937.84
2931,SOPA,25861017.71
2932,SOPH,154138294.256
2933,SOTK,98988881.29
2937,SPCB,6609295.42
2940,SPI,26569235.9724
2945,SPOK,165837032.7
2946,SPPI,77512741.7895
2947,SPRB,26877533.2
2948,SPRC,2715589.8000000003
2949,SPRO,90090332.22
2956,SQFT,12535304.7062
2957,SQL,3980748.3271
2959,SRAX,41314829.46
2963,SRGA,24874974.15
2967,SRTS,116616977.1
2968,SRZN,16654603.840000002
2970,SSBI,106074974.25
2972,SSIC,58728650.4
2973,SSKN,27431206.34
2975,SSNT,14894913.3
2978,SSSS,111127451.8081
2982,STAB,4925090.95089
2983,STAF,7574265.010000001
2985,STBX,120150000.0
2986,STCN,87953431.55
2991,STIM,182656197.9
2992,STIX,79260532.4667
2994,STKS,203272675.2
2999,STRC,90093710.2716
3001,STRM,93588686.36
3003,STRR,13170696.84
3004,STRS,158534058.95999998
3005,STRT,84151172.16
3006,STSA,28173623.877
3007,STSS,11554187.103
3008,STTK,103861174.7586
3011,SUNW,54893120.88
3013,SURF,49111882.1232
3014,SURG,81451032.0
3019,SVFD,3552616.08
3022,SVRA,184751281.62
3023,SVVC,6411231.385600001
3024,SWAG,24424839.5535
3029,SWKH,229932959.315
3031,SWSS,228134461.25250003
3033,SWVL,24984623.594
3034,SXTC,1424240.38
3036,SYBX,51761635.96
3040,SYPR,43415303.4
3041,SYRS,72004278.76
3042,SYTA,6999495.36
3043,SZZL,223148650.0
3045,TACT,63037349.88
3046,TAIT,20806744.6
3047,TALK,95696825.2492
3048,TALS,45269004.725
3049,TANH,2805864.3
3050,TAOP,10328897.7125
3051,TARA,31333482.0701
3054,TAST,75115313.52
3055,TATT,46476635.580000006
3056,TAYD,55881093.76
3061,TBLT,29945243.25
3062,TBNK,219502693.78
3065,TCBC,65149506.24
3068,TCBS,49854200.477400005
3069,TCBX,243841882.72
3070,TCDA,9330943.2432
3071,TCFC,224301253.75
3072,TCMD,235608478.07
3073,TCON,32428711.16
3075,TCRR,37883919.78
3076,TCRT,147828576.9389
3077,TCRX,39008909.88
3080,TDUP,122982595.32
3083,TELA,218605844.45
3085,TENK,82702400.0
3086,TENX,4916583.65
3089,TESS,45521237.06
3091,TETE,183159750.0
3092,TFFP,35107292.45
3097,TGL,28158883.3408
3099,TGVC,146850187.08499998
3101,THAC,222093750.00000003
3105,THMO,3536718.58
3106,THRD,174342450.79999998
3108,THRN,195764312.22
3109,THRX,199761298.8
3111,THTX,89737593.9048
3115,TIL,77968878.2776
3119,TIRX,5421104.0
3121,TIVC,6271171.632
3122,TKNO,156405491.04
3123,TLF,35328814.739999995
3125,TLIS,13356141.0105
3128,TLSA,61880147.373314
3129,TMC,191528711.98580003
3131,TMDI,78513709.1019
3134,TMPO,21360543.9502
3138,TNON,17754145.580000002
3139,TNXP,25534606.8334
3140,TNYA,124136712.24
3142,TOI,129492908.88
3143,TOMZ,10474915.913955
3144,TOP,178404500.0
3145,TOPS,12352857.7094
3147,TPBA,226130091.19
3150,TPST,13146373.75
3153,TRHC,128297877.51
3156,TRKA,7983722.3532
3161,TRON,123440778.9
3162,TROO,221483635.64
3166,TRUE,222926294.8
3168,TRVI,119845890.0
3169,TRVN,10284463.76
3170,TSAT,108295212.34
3174,TSHA,136436383.985
3177,TSRI,15166502.6
3179,TTCF,112938781.95
3185,TTNP,11775056.7633
3186,TTOO,11967468.5855
3187,TTSH,190092879.715
3189,TUEM,2616458.3145
3190,TURN,54542433.414
3194,TWCB,222665778.27
3195,TWIN,128358198.92
3202,TXMD,55192269.6096
3205,TYDE,6079408.3115
3207,TZOO,58588625.025
3210,UBCP,81767931.2
3211,UBFO,124628635.91
3213,UBX,41015761.45
3221,UG,48837610.970000006
3222,UGRO,29075762.08
3223,UIHC,44122283.1108
3224,UK,7541119.334399999
3225,ULBI,60662403.68
3231,UNAM,7939542.8375
3232,UNB,112457300.0
3233,UNCY,7695221.7
3236,UONE,223514528.16
3237,UONEK,194970465.04
3238,UPC,32194350.0
3239,UPLD,230549709.22
3241,UPTD,59960009.97
3243,UPXI,49753068.03479999
3245,URGN,198112534.62
3246,UROY,223058606.40000004
3247,USAP,63743466.3
3248,USAU,41413513.7108
3249,USCB,241209081.18
3251,USEA,30253128.0357
3252,USEG,57304529.48
3253,USIO,43051136.6
3258,UTME,7575786.993693001
3259,UTRS,6402045.13
3260,UTSI,31982218.5
3262,VABK,194338846.08
3264,VANI,45652045.846
3266,VAXX,176478402.79999998
3268,VBIV,106918602.516
3269,VBLT,8711789.6133
3270,VBNK,204211365.0
3271,VBOC,108998437.5
3275,VCNX,31524554.9066
3282,VEDU,16092499.999999998
3283,VEEE,17136000.0
3285,VERB,18935106.9
3286,VERI,188524638.24
3287,VERO,21507584.5446
3291,VERY,111562500.0
3292,VEV,40959888.2142
3293,VFF,122651319.15
3294,VGFC,9030381.906
3296,VIA,81508917.24
3299,VIEW,206129584.2084
3302,VINC,19494587.48
3303,VINO,3406981.92
3306,VIRC,75543190.10000001
3307,VIRI,4399293.6
3309,VIRX,56150097.15
3310,VISL,28873622.1213
3312,VIVE,5420909.7135
3313,VIVK,18426134.76
3317,VLCN,24620022.6
3318,VLDR,182671431.9511
3320,VLNS,55934093.297652006
3321,VLON,3748091.076
3323,VMAR,39596797.66
3332,VOXR,103457964.0
3333,VOXX,202027604.8
3335,VQS,8881751.5968
3336,VRA,145579604.46
3337,VRAR,40239293.919800006
3338,VRAX,13469178.45
3340,VRCA,117118051.05
3343,VRM,134567091.7902
3344,VRME,10300368.54
3347,VRPX,8056016.261799999
3353,VS,994681.92
3354,VSAC,135427576.27
3358,VSTM,84540558.03999999
3359,VTGN,23186354.2745
3363,VTSI,52202660.61
3364,VTVT,59442286.2
3366,VUZI,226913154.0
3367,VVOS,15724180.9127
3368,VVPR,5940593.7546
3369,VXRT,120637597.3969
3370,VYGR,230871929.08
3371,VYNE,7800015.1488
3372,VYNT,4388102.264292
3375,WAFU,10257040.3585
3378,WATT,63255316.1643
3379,WAVD,8957977.1352
3380,WAVS,158573250.0
3386,WEJO,49713800.4774
3390,WETG,76833150.43169999
3391,WEYS,212746554.57
3392,WFCF,81649512.0
3395,WHLM,18979025.92
3396,WHLR,13860989.999999998
3397,WILC,187211663.0085
3400,WINT,6864879.1582
3401,WINV,148925000.0
3403,WISA,6218532.4113
3408,WKSP,16674315.52
3409,WLDN,235851916.28
3410,WLDS,6922229.3454
3413,WMPN,175017906.0
3414,WNEB,210006899.93
3415,WNW,9177246.1875
3417,WORX,5059748.0601
3418,WPRT,134604616.03820002
3419,WRAP,70116951.96000001
3426,WTER,23912989.817
3428,WTMA,102118952.4
3430,WULF,103096319.2506
3432,WVVI,29787174.0
3437,XAIR,185299927.365
3438,XBIO,4539362.1828000005
3439,XBIT,103797934.57
3440,XCUR,6765301.301
3442,XELA,9840245.107475
3443,XELB,13760951.832
3445,XERS,164541958.9
3447,XFOR,118764074.3128
3448,XGN,40309135.36000001
3449,XLO,72937116.585
3453,XOMA,207374404.53
3454,XOS,81799057.3224
3459,XPON,14557272.96
3461,XRTX,11865735.9002
3463,XWEL,33043208.014
3464,XXII,190585194.277203
3465,YELL,130711129.34
3466,YGMZ,22728378.2023
3467,YMAB,208296980.1
3470,YOSH,17986600.0
3471,YOTA,147773729.95999998
3472,YTEN,8405143.4
3473,YTRA,144000991.41
3474,YVR,3673397.268
3477,ZCMD,29782753.01
3479,ZENV,44355454.2328
3480,ZEST,6705901.09
3485,ZIMV,245881963.6
3488,ZIVO,22984912.366
3489,ZKIN,12765034.8
3494,ZTEK,153282332.28
3496,ZVSA,15298497.609
3498,ZYNE,25875031.445089
